Gender,Age,Height,Weight,family_history_with_overweight,FAVC,FCVC,NCP,CAEC,SMOKE,CH2O,SCC,FAF,TUE,CALC,MTRANS,NObeyesdad
Female,39,2,47,yes,no,3,2,Sometimes,no,1,yes,2,3,Sometimes,Motorbike,Insufficient_Weight
Female,44,2,68,no,yes,2,1,no,no,3,yes,0,1,no,Motorbike,Normal_Weight
Male,26,2,73,no,no,3,4,no,no,2,yes,3,2,Always,Bike,Normal_Weight
Male,38,2,66,yes,yes,2,2,no,no,2,no,1,2,Frequently,Motorbike,Normal_Weight
Male,33,2,65,yes,yes,1,1,Sometimes,no,2,yes,0,2,Sometimes,Public_Transportation,Normal_Weight
Male,52,2,62,no,no,2,2,no,no,3,no,2,0,Sometimes,Walking,Normal_Weight
Male,52,2,64,no,yes,3,4,Sometimes,no,3,no,1,2,Sometimes,Motorbike,Normal_Weight
Male,32,2,66,yes,no,1,1,no,no,2,yes,1,3,no,Bike,Normal_Weight
Female,25,2,54,yes,yes,2,2,Frequently,no,2,no,2,2,no,Public_Transportation,Normal_Weight
Female,21,2,76,no,yes,2,1,Sometimes,no,2,yes,1,0,Always,Automobile,Overweight_Level_II
Female,34,2,73,no,no,3,4,Sometimes,no,2,no,3,1,Sometimes,Motorbike,Overweight_Level_II
Male,58,2,80,no,no,3,2,no,no,2,no,0,1,no,Walking,Overweight_Level_II
Female,52,2,63,yes,yes,3,1,Sometimes,no,2,yes,0,3,no,Motorbike,Overweight_Level_I
Male,35,2,77,no,no,2,3,no,no,2,no,2,1,Sometimes,Bike,Overweight_Level_I
Male,57,2,62,yes,yes,2,4,Frequently,no,1,no,1,3,no,Bike,Normal_Weight
Female,24,2,53,no,yes,2,2,Sometimes,no,1,yes,3,2,Sometimes,Bike,Normal_Weight
Female,39,2,59,no,no,2,2,no,no,2,no,3,1,no,Motorbike,Normal_Weight
Female,32,2,70,no,yes,1,2,Sometimes,yes,1,no,0,1,Sometimes,Walking,Normal_Weight
Female,47,2,53,no,no,3,4,Frequently,no,2,no,2,3,no,Automobile,Insufficient_Weight
Male,41,2,83,no,yes,3,3,Sometimes,no,1,no,2,2,Sometimes,Motorbike,Overweight_Level_II
Male,43,2,67,no,yes,1,3,Sometimes,no,2,no,1,1,Sometimes,Bike,Normal_Weight
Female,59,2,47,no,yes,1,4,no,no,2,yes,3,1,Sometimes,Motorbike,Insufficient_Weight
Male,29,2,67,no,no,2,2,Sometimes,no,1,yes,2,3,no,Public_Transportation,Normal_Weight
Female,37,2,89,yes,yes,2,2,Frequently,no,1,no,3,2,Sometimes,Automobile,Obesity_Type_I
Female,42,2,55,no,no,2,1,Sometimes,no,2,no,2,0,Sometimes,Bike,Normal_Weight
Male,40,2,77,yes,yes,3,3,Sometimes,no,3,no,1,1,Frequently,Walking,Obesity_Type_I
Male,34,2,72,yes,no,3,4,Sometimes,no,1,no,1,2,Sometimes,Bike,Overweight_Level_I
Male,18,2,67,yes,no,2,1,no,yes,3,no,1,1,Sometimes,Motorbike,Normal_Weight
Female,23,2,68,yes,no,2,4,Frequently,no,2,no,2,2,Sometimes,Walking,Normal_Weight
Female,39,2,40,no,yes,2,4,Always,no,2,no,2,0,no,Walking,Insufficient_Weight
Female,32,2,63,no,no,1,3,Sometimes,no,2,no,0,3,Sometimes,Walking,Overweight_Level_I
Male,24,2,92,yes,no,2,3,Always,no,2,no,3,2,Sometimes,Automobile,Obesity_Type_I
Female,28,2,65,yes,yes,2,1,no,no,3,no,0,1,Sometimes,Walking,Normal_Weight
Female,45,2,43,yes,no,2,2,Frequently,no,2,no,1,1,Sometimes,Walking,Insufficient_Weight
Male,58,2,62,no,yes,3,1,no,no,1,no,1,0,Sometimes,Motorbike,Normal_Weight
Male,52,2,65,yes,no,2,4,Always,no,2,yes,0,1,Sometimes,Walking,Normal_Weight
Female,43,2,27,yes,yes,3,4,Frequently,no,2,no,0,3,Always,Walking,Insufficient_Weight
Female,25,2,74,no,no,1,2,Sometimes,no,3,yes,3,0,Frequently,Bike,Overweight_Level_II
Female,32,2,61,yes,yes,1,2,Sometimes,no,2,yes,2,2,Sometimes,Motorbike,Normal_Weight
Male,41,2,72,no,no,2,3,no,no,1,no,0,1,no,Public_Transportation,Normal_Weight
Male,40,2,79,no,no,2,3,Sometimes,no,1,yes,1,0,Sometimes,Motorbike,Overweight_Level_II
Male,20,2,66,yes,no,1,1,Sometimes,no,3,yes,1,0,Frequently,Public_Transportation,Normal_Weight
Female,58,2,69,no,yes,2,4,Sometimes,yes,1,yes,0,2,no,Motorbike,Overweight_Level_I
Male,23,2,71,yes,yes,2,2,Frequently,no,1,no,2,1,Sometimes,Motorbike,Normal_Weight
Female,51,2,61,yes,yes,1,4,no,no,2,no,1,3,no,Bike,Normal_Weight
Male,28,2,79,no,no,2,4,Sometimes,no,3,yes,2,1,Sometimes,Motorbike,Overweight_Level_II
Male,50,2,75,no,yes,2,2,Frequently,no,2,no,2,0,Sometimes,Public_Transportation,Normal_Weight
Male,25,2,58,no,yes,2,3,Sometimes,no,2,yes,1,1,no,Public_Transportation,Insufficient_Weight
Male,59,2,70,no,yes,2,1,Frequently,no,2,no,0,1,Sometimes,Motorbike,Normal_Weight
Male,19,2,70,no,yes,2,4,no,no,1,yes,2,1,no,Bike,Overweight_Level_II
Male,53,2,52,yes,no,2,1,Frequently,no,2,no,2,0,no,Walking,Insufficient_Weight
Male,35,2,52,no,yes,2,4,no,no,2,no,2,0,Sometimes,Motorbike,Insufficient_Weight
Female,57,2,66,no,yes,1,4,Frequently,no,3,no,2,0,Sometimes,Bike,Normal_Weight
Male,25,2,81,yes,yes,1,1,no,no,2,no,1,2,Sometimes,Bike,Obesity_Type_I
Female,40,2,65,yes,yes,2,1,Frequently,no,3,no,0,2,Sometimes,Motorbike,Normal_Weight
Female,23,2,56,yes,yes,2,2,Sometimes,no,1,no,3,1,Sometimes,Public_Transportation,Normal_Weight
Male,33,2,95,no,no,2,2,Sometimes,no,2,no,3,2,Frequently,Public_Transportation,Obesity_Type_I
Female,27,2,95,no,yes,1,1,Always,no,2,no,1,0,Sometimes,Bike,Obesity_Type_I
Male,30,2,94,no,yes,3,3,Always,yes,2,yes,0,0,Sometimes,Walking,Obesity_Type_I
Male,43,2,93,yes,yes,2,4,no,yes,3,yes,3,2,no,Walking,Obesity_Type_I
Female,59,2,88,no,no,2,1,Frequently,no,2,no,1,1,Sometimes,Public_Transportation,Obesity_Type_I
Female,31,2,84,no,no,2,3,no,no,3,yes,2,0,no,Public_Transportation,Obesity_Type_I
Female,41,2,90,yes,yes,1,2,Frequently,no,1,no,0,0,Always,Public_Transportation,Obesity_Type_I
Male,22,2,80,yes,no,2,1,Always,no,2,no,1,1,Frequently,Motorbike,Obesity_Type_I
Female,41,2,79,no,yes,2,1,Sometimes,no,3,yes,2,2,Frequently,Public_Transportation,Obesity_Type_I
Male,43,2,93,yes,no,2,3,Always,no,3,yes,0,2,Always,Bike,Obesity_Type_I
Male,23,2,95,yes,yes,3,3,no,yes,2,no,2,2,Frequently,Bike,Obesity_Type_I
Female,24,2,88,yes,yes,3,4,no,no,3,no,1,0,Sometimes,Public_Transportation,Obesity_Type_I
Female,26,2,87,no,no,3,2,no,no,1,yes,2,0,Frequently,Walking,Obesity_Type_I
Female,43,2,95,yes,yes,3,2,Frequently,no,1,yes,1,2,Always,Bike,Obesity_Type_I
Female,48,2,92,no,no,3,2,Frequently,no,3,yes,0,2,Sometimes,Motorbike,Obesity_Type_I
Male,36,2,99,no,yes,2,1,Always,no,2,yes,0,1,no,Motorbike,Obesity_Type_I
Female,25,2,94,yes,no,1,1,no,no,2,yes,3,1,Frequently,Public_Transportation,Obesity_Type_I
Male,21,2,97,no,yes,3,2,Sometimes,no,2,no,1,1,Always,Walking,Obesity_Type_I
Male,22,2,94,yes,no,3,1,Sometimes,no,3,yes,0,2,Always,Automobile,Obesity_Type_I
Female,33,2,89,no,no,3,1,Sometimes,no,2,yes,1,1,no,Automobile,Obesity_Type_I
Male,42,2,97,yes,no,3,2,Sometimes,no,1,no,2,2,Sometimes,Motorbike,Obesity_Type_I
Female,38,2,83,no,no,3,2,Sometimes,no,2,no,3,1,Frequently,Motorbike,Obesity_Type_I
Female,56,2,95,yes,no,2,1,Sometimes,no,3,no,1,2,Sometimes,Walking,Obesity_Type_I
Male,47,2,100,no,no,3,4,Frequently,no,2,yes,3,0,Frequently,Walking,Obesity_Type_I
Male,22,2,90,no,yes,2,1,Frequently,no,2,no,3,2,Frequently,Bike,Obesity_Type_I
Male,41,2,99,no,yes,1,1,Frequently,no,1,no,0,0,Sometimes,Motorbike,Obesity_Type_I
Female,49,2,81,no,yes,3,1,no,no,3,no,0,1,no,Automobile,Obesity_Type_I
Male,34,2,98,no,yes,3,3,no,no,3,yes,3,2,Always,Public_Transportation,Obesity_Type_I
Female,59,2,93,yes,no,1,3,no,no,1,no,3,2,Frequently,Automobile,Obesity_Type_I
Female,18,2,73,yes,no,3,4,Frequently,no,2,yes,2,0,Always,Bike,Overweight_Level_II
Male,26,2,82,yes,yes,1,3,Always,no,2,yes,1,0,Sometimes,Motorbike,Overweight_Level_II
Male,31,2,79,no,no,1,2,no,no,2,yes,0,2,no,Automobile,Overweight_Level_II
Male,47,2,82,no,no,2,3,no,no,3,yes,1,2,Frequently,Motorbike,Overweight_Level_II
Male,24,2,83,yes,yes,1,4,Sometimes,no,1,yes,3,0,Always,Bike,Overweight_Level_II
Male,28,2,83,no,yes,3,3,Sometimes,no,1,no,0,1,Frequently,Walking,Overweight_Level_II
Female,43,2,81,yes,no,1,4,no,no,1,yes,2,1,Frequently,Public_Transportation,Overweight_Level_II
Female,43,2,72,no,yes,2,2,no,no,2,yes,2,0,no,Motorbike,Overweight_Level_II
Male,43,2,86,yes,yes,1,4,Always,no,1,no,0,2,Always,Automobile,Overweight_Level_II
Female,27,2,79,no,yes,2,1,no,no,1,yes,3,2,no,Public_Transportation,Overweight_Level_II
Female,55,2,73,no,no,3,4,Sometimes,no,1,yes,3,2,Frequently,Motorbike,Overweight_Level_II
Male,30,2,83,no,yes,3,2,Always,no,2,yes,1,1,Always,Bike,Overweight_Level_II
Male,51,2,78,yes,yes,2,1,Frequently,no,1,no,1,0,Always,Motorbike,Overweight_Level_II
Female,36,2,78,yes,no,3,3,no,no,2,yes,1,1,Frequently,Motorbike,Overweight_Level_II
Female,41,2,69,yes,yes,3,4,no,no,3,no,2,2,Frequently,Public_Transportation,Overweight_Level_II
Male,35,2,84,yes,yes,2,4,Frequently,no,1,yes,1,1,Sometimes,Walking,Overweight_Level_II
Male,20,2,80,yes,yes,3,4,Sometimes,yes,1,yes,1,1,Frequently,Public_Transportation,Overweight_Level_II
Female,34,2,85,no,yes,1,4,Frequently,no,1,yes,3,1,Always,Walking,Overweight_Level_II
Female,19,2,79,no,yes,2,1,Frequently,no,3,yes,3,1,Sometimes,Automobile,Overweight_Level_II
Male,28,2,81,yes,yes,1,2,Always,no,2,no,1,2,Frequently,Walking,Overweight_Level_II
Female,54,2,82,no,no,2,3,Frequently,no,1,no,2,0,no,Bike,Overweight_Level_II
Male,36,2,85,no,no,1,3,Always,no,2,yes,1,1,Frequently,Walking,Overweight_Level_II
Female,59,2,82,no,no,3,2,Sometimes,no,3,no,1,1,Frequently,Bike,Overweight_Level_II
Female,34,2,84,yes,no,2,1,Always,no,2,yes,2,0,no,Walking,Overweight_Level_II
Male,24,2,83,yes,yes,1,1,no,no,1,no,3,0,no,Walking,Overweight_Level_II
Female,36,2,79,yes,yes,3,1,Sometimes,no,1,no,0,2,Frequently,Public_Transportation,Overweight_Level_II
Male,38,2,86,no,yes,3,3,Always,no,2,no,2,2,Always,Public_Transportation,Overweight_Level_II
Female,38,2,81,yes,yes,2,4,Frequently,no,3,no,0,0,no,Bike,Overweight_Level_II
Female,58,2,74,no,yes,2,2,Sometimes,yes,1,yes,1,2,Always,Bike,Overweight_Level_II
Male,39,2,83,no,no,1,3,Always,yes,2,no,3,2,Always,Motorbike,Overweight_Level_II
Female,41,2,80,yes,no,1,1,Sometimes,no,1,no,2,1,Sometimes,Automobile,Overweight_Level_II
Male,22,2,91,yes,yes,1,4,Frequently,no,2,no,3,2,no,Automobile,Overweight_Level_II
Female,40,2,83,yes,no,1,4,Frequently,yes,2,yes,0,2,no,Motorbike,Overweight_Level_II
Male,24,2,79,yes,no,2,2,Frequently,no,3,yes,3,1,Always,Bike,Overweight_Level_II
Male,24,2,94,yes,no,2,3,Sometimes,no,1,no,1,1,Always,Motorbike,Overweight_Level_II
Female,27,2,66,no,no,3,2,Frequently,no,3,no,0,1,Always,Automobile,Overweight_Level_II
Female,47,2,83,yes,no,1,4,Sometimes,no,3,no,1,2,Always,Motorbike,Overweight_Level_II
Female,19,2,78,no,no,3,4,Sometimes,yes,2,yes,3,0,no,Public_Transportation,Overweight_Level_II
Female,33,2,68,yes,no,3,2,no,no,1,yes,1,0,Frequently,Public_Transportation,Overweight_Level_II
Female,46,2,70,no,no,3,1,Always,no,1,yes,2,1,Sometimes,Bike,Overweight_Level_II
Female,43,2,83,no,yes,1,1,no,no,1,no,0,0,Always,Walking,Overweight_Level_II
Male,26,2,88,no,yes,2,1,Always,no,1,no,0,2,no,Motorbike,Overweight_Level_II
Female,22,2,82,no,yes,2,3,Sometimes,no,2,no,3,2,Sometimes,Bike,Overweight_Level_II
Male,40,2,82,no,yes,2,3,Sometimes,no,2,no,0,2,no,Public_Transportation,Overweight_Level_II
Male,36,2,81,yes,yes,2,3,no,no,2,no,1,1,no,Walking,Overweight_Level_II
Female,48,2,73,yes,no,2,1,Sometimes,no,1,yes,3,1,Frequently,Motorbike,Overweight_Level_II
Female,55,2,73,no,no,1,3,Always,no,2,yes,0,2,Sometimes,Bike,Overweight_Level_II
Female,19,2,81,no,yes,2,4,Frequently,no,2,no,2,1,no,Automobile,Overweight_Level_II
Male,31,2,82,yes,yes,1,3,no,no,3,no,0,1,Always,Motorbike,Overweight_Level_II
Female,18,2,75,yes,no,2,4,Sometimes,no,2,yes,1,1,Always,Public_Transportation,Overweight_Level_II
Female,48,2,81,no,yes,3,3,Sometimes,no,1,yes,0,1,Frequently,Automobile,Overweight_Level_II
Female,57,2,82,no,no,2,2,Frequently,no,3,yes,3,2,Frequently,Automobile,Overweight_Level_II
Female,37,2,78,no,no,3,1,Frequently,no,3,no,0,0,Always,Walking,Overweight_Level_II
Female,49,2,73,no,no,1,2,Sometimes,no,3,no,1,0,Frequently,Automobile,Overweight_Level_II
Female,31,2,77,yes,no,2,1,Sometimes,no,2,yes,3,1,no,Automobile,Overweight_Level_II
Female,24,2,75,yes,no,2,4,Always,no,2,yes,3,1,Frequently,Automobile,Overweight_Level_II
Female,30,2,76,yes,no,1,4,Frequently,no,2,yes,2,0,Sometimes,Automobile,Overweight_Level_II
Male,28,2,86,yes,no,2,3,Always,no,3,no,2,1,Sometimes,Public_Transportation,Overweight_Level_II
Male,53,2,86,yes,yes,3,4,Always,no,3,yes,0,2,Sometimes,Public_Transportation,Overweight_Level_II
Female,30,2,74,no,no,1,3,Sometimes,no,3,yes,3,0,Sometimes,Automobile,Overweight_Level_II
Male,20,2,83,yes,yes,1,2,Always,no,3,no,3,0,Frequently,Automobile,Overweight_Level_II
Male,38,2,74,no,yes,2,4,Sometimes,no,2,no,2,1,Sometimes,Automobile,Overweight_Level_II
Female,49,2,80,no,yes,1,1,Sometimes,no,3,yes,0,2,Frequently,Bike,Overweight_Level_II
Female,23,2,83,yes,no,3,2,Always,yes,3,no,3,1,Frequently,Walking,Overweight_Level_II
Male,20,2,84,no,no,3,1,Sometimes,no,1,yes,3,1,no,Public_Transportation,Overweight_Level_II
Female,54,2,73,yes,no,1,4,Frequently,no,2,yes,0,2,no,Public_Transportation,Overweight_Level_II
Male,19,2,81,yes,yes,2,3,Always,yes,3,no,1,1,Sometimes,Automobile,Overweight_Level_II
Male,58,2,90,no,yes,2,1,no,no,3,no,1,1,no,Public_Transportation,Overweight_Level_II
Female,38,2,77,no,no,2,1,Sometimes,no,3,yes,1,0,Frequently,Motorbike,Overweight_Level_II
Female,37,2,79,no,yes,3,2,no,no,3,yes,0,1,Sometimes,Bike,Overweight_Level_II
Female,58,2,80,no,no,2,3,Always,no,2,yes,1,2,Always,Bike,Overweight_Level_II
Male,26,2,92,no,yes,2,2,Sometimes,no,3,no,3,1,Sometimes,Bike,Overweight_Level_II
Male,57,2,88,yes,yes,2,2,Frequently,no,1,yes,3,2,Sometimes,Automobile,Overweight_Level_II
Female,28,2,71,yes,no,2,1,Always,no,1,yes,0,0,Frequently,Bike,Overweight_Level_II
Female,42,2,112,yes,no,2,4,Sometimes,no,2,yes,2,2,no,Motorbike,Obesity_Type_III
Female,23,2,154,no,no,2,3,no,no,3,no,0,1,Always,Automobile,Obesity_Type_III
Male,21,2,135,no,no,3,2,Always,no,2,no,2,1,Always,Walking,Obesity_Type_III
Female,37,2,127,no,yes,1,3,Always,no,2,yes,2,2,Always,Public_Transportation,Obesity_Type_III
Male,50,2,123,no,no,1,1,Always,no,2,no,1,0,no,Motorbike,Obesity_Type_III
Male,18,2,121,yes,no,1,1,Sometimes,no,3,yes,1,1,Sometimes,Walking,Obesity_Type_III
Male,22,2,139,yes,no,2,1,no,no,3,no,1,0,Frequently,Automobile,Obesity_Type_III
Female,18,2,126,yes,no,3,1,Sometimes,yes,2,no,1,2,Frequently,Automobile,Obesity_Type_III
Male,48,2,134,yes,no,3,4,no,no,1,no,1,0,no,Bike,Obesity_Type_III
Male,36,2,120,no,yes,3,3,Always,no,3,yes,2,1,Frequently,Public_Transportation,Obesity_Type_III
Male,29,2,120,no,no,2,2,no,no,3,yes,2,0,Sometimes,Automobile,Obesity_Type_III
Female,40,2,114,no,yes,2,2,Always,no,1,no,1,2,no,Public_Transportation,Obesity_Type_III
Male,26,2,125,no,yes,1,1,Frequently,no,3,no,0,0,no,Bike,Obesity_Type_III
Male,32,2,118,no,yes,1,3,Frequently,no,3,no,0,1,no,Automobile,Obesity_Type_III
Male,23,2,127,yes,no,2,4,Sometimes,yes,2,yes,2,1,no,Public_Transportation,Obesity_Type_III
Male,48,2,127,no,no,2,1,no,no,1,yes,0,0,Frequently,Public_Transportation,Obesity_Type_III
Male,54,2,157,yes,yes,2,2,Frequently,no,2,no,2,2,Sometimes,Public_Transportation,Obesity_Type_III
Male,56,2,122,no,yes,1,1,Always,yes,2,no,1,2,Always,Walking,Obesity_Type_III
Male,27,2,147,no,no,1,1,Sometimes,yes,2,yes,3,2,no,Motorbike,Obesity_Type_III
Male,36,2,137,no,yes,1,4,Frequently,yes,2,yes,3,0,Sometimes,Automobile,Obesity_Type_III
Female,45,2,123,no,no,3,2,Sometimes,no,2,no,3,1,Frequently,Bike,Obesity_Type_III
Male,56,2,141,no,yes,2,1,Frequently,no,1,no,1,1,no,Motorbike,Obesity_Type_III
Male,52,2,152,no,yes,3,2,no,no,1,no,2,1,Always,Motorbike,Obesity_Type_III
Male,40,2,134,no,yes,1,4,Always,no,2,yes,2,0,Always,Walking,Obesity_Type_III
Male,24,2,148,yes,no,1,1,no,no,3,no,2,0,no,Automobile,Obesity_Type_III
Female,30,2,105,no,yes,1,4,Sometimes,no,2,no,0,0,Sometimes,Motorbike,Obesity_Type_III
Male,29,2,116,no,no,3,1,Frequently,yes,3,no,1,0,no,Automobile,Obesity_Type_III
Male,29,2,124,yes,no,3,1,Always,no,3,no,0,0,Sometimes,Motorbike,Obesity_Type_III
Male,19,2,135,no,yes,2,2,Always,no,2,yes,3,0,Sometimes,Automobile,Obesity_Type_III
Female,30,2,127,no,no,2,2,Always,no,3,yes,3,2,Sometimes,Walking,Obesity_Type_III
Female,49,2,126,yes,yes,2,3,Frequently,no,2,yes,1,2,Frequently,Walking,Obesity_Type_III
Male,29,2,150,yes,yes,1,4,Always,no,1,no,3,0,Frequently,Bike,Obesity_Type_III
Male,46,2,117,no,yes,1,1,no,no,2,yes,3,0,Always,Walking,Obesity_Type_III
Female,21,2,116,no,no,3,4,Always,no,3,yes,2,1,Frequently,Motorbike,Obesity_Type_III
Male,35,2,121,yes,no,3,4,Sometimes,no,3,no,0,1,no,Automobile,Obesity_Type_III
Female,39,2,115,yes,yes,3,3,Sometimes,no,2,yes,2,0,Sometimes,Automobile,Obesity_Type_III
Female,49,2,128,no,yes,1,2,no,no,1,no,3,0,no,Automobile,Obesity_Type_III
Female,41,2,101,yes,no,3,2,Frequently,no,3,no,0,0,Frequently,Walking,Obesity_Type_III
Female,18,2,120,no,no,2,3,Sometimes,no,3,no,0,1,Always,Motorbike,Obesity_Type_III
Male,48,2,129,no,no,1,2,no,no,2,yes,0,2,no,Bike,Obesity_Type_III
Male,47,2,138,no,no,1,4,Frequently,no,1,yes,3,0,Sometimes,Automobile,Obesity_Type_III
Female,36,2,112,yes,yes,1,1,Sometimes,no,3,yes,0,1,Sometimes,Bike,Obesity_Type_III
Male,56,2,144,yes,yes,2,3,Frequently,no,3,no,2,0,Always,Public_Transportation,Obesity_Type_III
Female,45,2,133,yes,no,1,2,Sometimes,no,1,yes,3,1,no,Bike,Obesity_Type_III
Female,58,2,131,yes,yes,3,2,Frequently,no,1,yes,2,0,Sometimes,Automobile,Obesity_Type_III
Female,26,2,138,no,yes,2,4,Frequently,no,2,no,0,1,Frequently,Walking,Obesity_Type_III
Male,56,2,112,yes,no,2,4,Always,no,3,yes,2,2,Always,Walking,Obesity_Type_III
Male,51,2,129,no,yes,1,1,Always,no,3,no,1,1,Always,Bike,Obesity_Type_III
Male,49,2,122,no,no,2,2,Sometimes,yes,1,no,0,0,no,Motorbike,Obesity_Type_III
Male,24,2,122,no,no,1,4,Sometimes,no,3,yes,3,0,Sometimes,Public_Transportation,Obesity_Type_III
Male,57,2,137,no,yes,1,2,Always,no,3,yes,0,0,Always,Automobile,Obesity_Type_III
Female,51,2,127,yes,yes,1,2,Frequently,no,3,no,0,1,Always,Motorbike,Obesity_Type_III
Female,47,2,129,yes,no,2,2,Always,yes,3,no,1,2,Always,Walking,Obesity_Type_III
Female,59,2,123,yes,no,2,2,Frequently,no,3,no,2,0,Always,Public_Transportation,Obesity_Type_III
Female,25,2,123,no,no,3,4,Always,no,3,no,3,0,Always,Walking,Obesity_Type_III
Female,29,2,120,no,no,3,1,Always,no,2,no,3,0,Frequently,Public_Transportation,Obesity_Type_III
Female,58,2,118,no,no,2,4,Always,no,2,yes,2,2,Sometimes,Bike,Obesity_Type_III
Female,28,2,131,no,yes,3,3,Frequently,no,2,no,3,2,Sometimes,Automobile,Obesity_Type_III
Male,21,2,107,no,yes,3,4,Sometimes,no,2,yes,1,1,Frequently,Automobile,Obesity_Type_III
Male,25,2,145,yes,no,1,2,Frequently,no,2,yes,0,0,no,Motorbike,Obesity_Type_III
Female,49,2,133,no,yes,2,3,Always,yes,3,no,0,1,Sometimes,Motorbike,Obesity_Type_III
Male,46,2,129,no,yes,2,3,Always,no,1,yes,0,1,Frequently,Bike,Obesity_Type_III
Male,25,2,144,yes,no,1,4,no,no,3,no,3,2,no,Walking,Obesity_Type_III
Male,56,2,113,no,yes,1,1,Frequently,no,3,yes,2,1,Frequently,Public_Transportation,Obesity_Type_III
Male,20,2,154,yes,no,3,1,Always,yes,2,yes,1,0,Always,Bike,Obesity_Type_III
Male,35,2,146,no,yes,1,4,no,no,2,yes,1,2,Sometimes,Bike,Obesity_Type_III
Female,44,2,119,no,no,2,2,no,yes,3,no,3,2,Sometimes,Bike,Obesity_Type_III
Female,18,2,118,no,yes,3,2,no,no,1,no,1,2,Always,Public_Transportation,Obesity_Type_III
Female,25,2,134,no,no,1,4,no,no,3,yes,0,1,no,Walking,Obesity_Type_III
Female,33,2,126,no,yes,2,3,Sometimes,no,2,yes,3,0,no,Bike,Obesity_Type_III
Female,45,2,109,no,no,3,3,Frequently,no,3,no,2,1,no,Walking,Obesity_Type_III
Male,19,2,138,yes,yes,3,3,Frequently,no,2,no,3,0,no,Motorbike,Obesity_Type_III
Female,22,2,118,no,yes,2,1,no,no,1,no,1,1,Always,Public_Transportation,Obesity_Type_III
Male,41,2,134,no,yes,1,2,Always,no,1,no,1,2,Frequently,Motorbike,Obesity_Type_III
Male,51,2,123,no,no,1,3,Sometimes,no,1,yes,1,0,no,Automobile,Obesity_Type_III
Male,58,2,121,no,yes,3,4,Always,yes,2,yes,3,1,Frequently,Public_Transportation,Obesity_Type_III
Male,40,2,78,yes,no,1,4,Always,no,3,no,0,0,Sometimes,Public_Transportation,Overweight_Level_I
Male,57,2,72,no,yes,2,1,Always,no,2,no,1,0,no,Automobile,Overweight_Level_I
Male,57,2,82,yes,yes,3,1,no,yes,2,no,3,2,Sometimes,Walking,Overweight_Level_I
Female,50,2,69,no,yes,3,3,Frequently,no,1,yes,0,0,Always,Public_Transportation,Overweight_Level_I
Male,23,2,87,no,no,1,3,Sometimes,yes,2,no,2,1,Always,Motorbike,Overweight_Level_I
Male,44,2,71,no,no,2,3,Always,no,2,no,0,0,no,Motorbike,Overweight_Level_I
Male,42,2,68,no,no,1,4,Sometimes,no,3,no,2,2,Frequently,Walking,Overweight_Level_I
Female,32,2,71,yes,no,1,3,Frequently,no,2,no,3,1,no,Public_Transportation,Overweight_Level_I
Female,33,2,74,yes,no,3,4,no,no,1,yes,2,2,Sometimes,Walking,Overweight_Level_I
Male,57,2,72,yes,no,3,4,Sometimes,no,3,no,1,2,no,Public_Transportation,Overweight_Level_I
Male,58,2,86,yes,no,3,2,Sometimes,no,2,yes,1,2,Sometimes,Public_Transportation,Overweight_Level_I
Male,21,2,78,yes,no,3,4,Frequently,no,2,no,0,2,Always,Motorbike,Overweight_Level_I
Female,42,2,66,no,yes,2,4,Always,no,1,yes,0,0,Sometimes,Bike,Overweight_Level_I
Male,32,2,75,yes,yes,2,1,Frequently,no,2,yes,0,1,Frequently,Automobile,Overweight_Level_I
Female,33,2,70,yes,yes,1,3,Sometimes,no,2,yes,1,2,Sometimes,Motorbike,Overweight_Level_I
Female,35,2,68,yes,no,2,3,no,no,2,yes,0,2,Always,Walking,Overweight_Level_I
Female,51,2,68,no,yes,2,2,Always,no,3,no,1,1,Frequently,Walking,Overweight_Level_I
Female,51,2,64,yes,no,2,1,Frequently,yes,2,yes,3,2,Sometimes,Public_Transportation,Overweight_Level_I
Female,44,2,64,no,no,2,4,no,no,2,no,1,0,Sometimes,Motorbike,Overweight_Level_I
Female,59,2,70,yes,yes,2,3,no,no,2,yes,0,2,no,Bike,Overweight_Level_I
Female,55,2,66,yes,no,1,1,Frequently,no,2,no,1,0,Always,Walking,Overweight_Level_I
Male,27,2,86,yes,yes,1,1,Always,no,1,no,1,1,no,Walking,Overweight_Level_I
Male,25,2,76,no,no,3,4,Frequently,yes,3,no,1,0,Frequently,Public_Transportation,Overweight_Level_I
Female,31,2,69,yes,yes,1,2,Always,no,1,yes,1,2,Frequently,Motorbike,Overweight_Level_I
Female,28,2,71,no,no,1,1,no,no,3,no,0,1,no,Public_Transportation,Overweight_Level_I
Female,56,2,73,yes,no,3,1,Sometimes,no,1,no,3,0,Always,Walking,Overweight_Level_I
Female,57,2,73,yes,yes,1,3,Always,no,1,yes,1,0,no,Bike,Overweight_Level_I
Female,21,2,64,no,no,3,4,no,no,1,yes,1,0,Always,Automobile,Overweight_Level_I
Male,22,2,78,no,yes,1,1,Frequently,no,1,no,2,2,Sometimes,Bike,Overweight_Level_I
Male,50,2,84,no,no,3,2,Always,no,1,no,2,0,no,Bike,Overweight_Level_I
Female,30,2,71,no,no,3,1,no,no,1,yes,3,1,Sometimes,Bike,Overweight_Level_I
Female,22,2,68,yes,no,1,2,Frequently,no,2,no,2,0,Sometimes,Walking,Overweight_Level_I
